# Every config revision the publisher's CDN still serves for Futurama: Worlds of
# Tomorrow, at https://config-fut-tc.akamaized.net/<name> -- no .json suffix.
# The bucket denies listing, so the names have to be known in advance.
#
# name    <Name>-<md5 of the PLAINTEXT>, which install.py verifies
# etag    md5 of the CIPHERTEXT as served, which install.py verifies on download
# length  bytes as served
#
# 956 rows, all 200 when last checked. Hashes and sizes only: no game data.
name	etag	length
CharacterActions-8e8e6c65c86553d7d9e658c61330d222	d3f70c45e4ca36e5b4309b1128a75562	237333
CharacterActions-a71a77c1fd5937fd3c9f4adddee12418	231e4ff12ade588af28c2dc390514d67	237351
CharacterActions-ae739f6b977884e75f1a667e3b3ea980	85c9f961a4d0a06d44a77b3704eac9cc	233096
CharacterActions-cd5e2144ba16313bd4b576d1ed2c48e6	3f49b1cad56b4c5b29608da75c1b866f	246004
CharacterActions-d3a2cb65fdec2644075f880165e8b62c	307e2a9a4ab2e6767f7f65beb8944044	232869
CharacterActions-dd6ac8b939e91ab942f9239be0792164	b0625e4f55f741b146c5b757a891c9f3	230032
CharacterActions-fae8a64c9de5d6a32c067c1765be5290	db198eb6e61bd2d29b48b785d0762ddf	246023
CharacterDialogs2-9f37b6ca1a2963163af021d084bb189e	0e54acec1a664ccbc4fbbdce5c5d42a8	41197
CharacterDialogues-4449446cf7a89cc464df08cf04ab97ee	d3aa88e77e54da22aab6ac9b1380db5f	441692
CharacterLevels-71b4295c5599b2d437471877fc90be81	4219b0da8f67a47d0579f5fae5d1cd42	224727
CharacterPromotions-150dbce8b68647d29a3d2f824f7b1bee	2cc78d450db08a375b17bb28d4c0796c	40241
CharacterPromotions-3c6cec4a138520ee0ddafea693b38f8c	29c214f77d3fb4ee903120c489f10ff0	35741
CharacterPromotions-46f6fa73733f429a3830eec05fdb92f4	8b9630fa2cc9b0412390faa93fe4b44e	35735
CharacterPromotions-596fa479084a52db07a1efa82b7e0bb7	3465e3ce8988cc06769313241bd4e598	41473
CharacterPromotions-89432f861e0e65999d890e13f6adfd4b	19f6e8ccde6e13bc02d731920e90254c	35747
CharacterPromotions-ac99b4ec080d89e893bdc1c542d02402	78c718035591cff96377bb6425109aea	35725
CharacterPromotions-e0e2b255ee9adc470e4768d70f5ce8a1	36ba83eff7d343a29b834ce41f14a0e0	38121
CharacterPromotions-e880b20c683e4f18e149c577d850bcdb	a3b64e0ab5a557e3aca52741efbf7297	36897
CharacterPromotions-e8a95c847341833feb95fd0e3de2e87d	cf33303a3ad9a486372784382b94b15e	35729
CharacterSkins-18dd7854f385880b45b999f0eddab441	56390d15b916fe856206c96dca766eb1	58789
CharacterSkins-2cc8e38cd9d2380c72c41eba84d1d7d4	7b2b9a3f8f673f963e730dd42d1489f9	57902
CharacterSkins-642e8129d259357607f00d9d0b7e04ab	cf65a0070f096d97bb1a52334937cd15	58727
CharacterSkins-68c24b181c131bcf9ce255c2280435f5	050a564c5d7104344e51f92fd50f75cc	57948
CharacterSkins-a444b6de0f001377a4c76bec22d7381c	9a0c4bf1ea24929c73160ce9ebcfaa3f	56315
CharacterSkins-b6eb692f22db37d9db2b1a10adefd4db	60267a1f4989d5cd7947d4833c5c6fae	56191
CharacterSkins-b7eb12dac6a778e06bf8877bc8fd2127	0a6ebe94c726b9553e3f275a41224983	56314
CharacterSkins-bacff0595f00dcba110332ccf81739d6	771193071b15e083d7f7b75862c5f8dc	57446
CharacterSkins-d4aabb0bfc7cb44caf4631c5ce339c31	012faf0d7fe4104744629484ffa5b5fd	56344
Characters-660498d3ab96b17b4e041bdca90890c7	466402faa19ea43d3223ec4560e8e2fb	16659
Characters-7aeef0ed0c6e4fad8f7dd8ae36f9f90a	9e78ec61dc41b472b1afb0f08eb486a4	16503
Characters-9af7361e068a687b3bdfcd28bb25c419	2a0edc8fcae62fcfb7b2b81e182f7453	16659
Characters-9e987dff096d5062d664aacb0c174ff6	db094d7097b0445bcbe39b47a3a362ed	16375
Characters-d2cdec8a83d074243c847964b4556911	5d3e1a6189705350b671f30f643f3ea5	16353
Characters-f4ec67908781d6eeeb0df592fb651fc2	a964231652d37395539e519fab4d7348	16549
Characters-faf3b515f719f987f908c9331d72a142	c109b486471e0d125242a8692512be08	16472
Combat-08c96dc6f73b2e5f956610897659cb66	578e0b5ebad8239bd5d0527dba465c6c	166002
Combat-886a8065770409d08b74ce650ea7c8b5	00c7c1561ab58460d6b3ba39b12aa61b	160872
Combat-fc42895921f0703a9627c39502ebed87	86034a9da191f6bffd9de8abd958c3bd	230868
CombatPassive-1aa5a9901d05e0740d04abf377e70a41	56da1256809616c77598b36a343bd7a2	96117
CombatPassive-53c9772febd4ae7e0829b0b7388290ca	34f417a5340287c894f7594f1dbbcacb	95416
CombatPassive-689383699b7b37f7ce5a4e81c3743eb0	548d8a5ca3d31fc1f3190559dda1077b	111230
CombatPassive-78e90c6532496f5bd3e2142b3cab3ee5	3b877720abbfd07c3200303c731f0cd4	93837
CombatPassive-93d76cc136d5de618a049ccbbdd90a1d	01c30b373a8f8a5054f155dd8530c242	99168
CombatPassive-942630b489749e8909bdb205fc62557e	af7de92239b8cf120f8b350538553468	108087
CombatPassive-af2fc2d9c1335df4f6d73fd28e53aa3f	42b8866977cf5110162341a2c5eb21c0	78688
CombatPassive-b25e7640abd92b35f9fc8c20f3d67203	f3ce61b34a8eefcd22fcfb18bc4b8e09	102630
CombatPassive-f414b60f6c0eb25eada422c28a35b472	14d491e407ebed3bc23d64d0f7128b81	94631
CombatStats-2de32d06ce4b1340a9f981b3baba8ae6	1bb20c06c59b09795e9a94cbaedb71e1	91982
CombatStats-37e65e5d84db63ab2e3dcbb48283d5eb	9b3318bbc26db1d848835b23e40d2b8d	92116
CombatStats-46d282d37d0a418108b33b398fe28183	c4976d38f3df21a1d01c9af4f479a493	54865
CombatStats-fa964477486a023aac6ab7c161b8be52	61b07cb7c9460e5a05a75b5583e6bbca	54966
CombatTag-094c68f1cb9470cc9982f9428978de6a	1d54f91c286621db08563d6222226db3	55080
CombatTag-1dd4211b2b4f079055efa38c992400f7	f2c5e61e537ef130dd69aa0a2b99e706	1517
CombatTag-25784f9745fddb1ecfd2e1ea64cf2480	827486bd397ac4c1696653aa4400dfa1	50490
CombatTag-32ee5c95e9012cf41518ee6a60ba1930	d4b3f6aa279d1b1b32b8330d2306d000	1692
CombatTag-531bc38d9d29d6b5b16b569b6ab1665d	a472f1f5f8dece6a6a1405f49ddeb073	58973
CombatTag-601ce1fc3aadd81e3d9e2d3c6f8dcd11	8444b140171ba6dbd3763b6b90b84978	46759
CombatTag-66e88b5e8be0e853c867f99f3273da8d	c8c5ea3ade8b4c3536935d2ecba61615	48328
CombatTag-6cea37bfa218a4023819e3b2c9ef3d7c	99e5fb96f3dbd7cb2ccf5758767f7752	48307
CombatTag-738ca2bfd70e29ca86d414a07f17748c	41cc52159fd9e29ac3554373b7ac159e	2141
CombatTag-8067ec1757da1c1e379cc21ee0b26ee2	91f6b38f94727033b3b35a1f39dbc7e0	55080
CombatTag-870e1bd06b77f30a582c079fcb35c771	f0f0085e29c0f8ccded724150b6a84fa	2364
CombatTag-b15d25c16c531b303e63a7f2c46c89c6	50f9599f655c3d697067266908268911	1476
CombatTag-b9b3d7e13b5d8cf91ffba93d6176bc44	25447ac31d757c9813ee5703855286cd	1572
CombatTag-caef128adcd51220f143557b656b622b	7816c69523991889b938bdba478501fa	1475
CombatTag-ccd618c7aebcbc1d4f1893ccb5f7b5a6	1b30fe34c7d0e9ccd04f7fd4ab1cf746	50489
CombatTag-d2a88cf5715bc9fe71a22961e064c502	5b13fba469eb37f3b0d8af7abd666b67	47860
CombatTag-d2cbf6067acbbe1f01c7c6a11728c796	b94b7b80930ee51a974e6bd6f33c3d43	52138
CombatTag-d64e17ac9f48717f3d060d8c144c7d43	a8cb51771b8af1512baa6215b5c16c5e	59903
CombatTag-e246c357d35790bd50e800c301454638	a4e68938ecfced6ac2d4fae6644e961f	47860
CombatTag-ecf1c1c74ee983fe25250eefa98f32b4	8d8f717118c32987a3babfb7fefdd9fb	48773
CombatTag-f2b399c2ce95cd71f144471bd37e43d9	781aca5a1d8377f37688591bbad38ad3	52205
CombatTag-f77d1b3f8631bab7066c9426b4697fdd	f4bd4a45d81c02f2a914da3824d68942	47256
CombatTag-fc0c426eca7537dcf00480ec1e03749d	00b13bbb74c06e371b73cf7c6a1f0c0c	50499
CombatTag-fd7748232d0ea027e924c86184e4f49d	32cff7a57e0b4e2af2b02894851be091	1517
ContentPack-0d5cedf311d0951296c22ed68a02e40f	0d5cedf311d0951296c22ed68a02e40f	96937
ContentPack-0f2387c126397d3954977621a75e048f	0f2387c126397d3954977621a75e048f	115255
ContentPack-1bccbfaaf637a0f1420eff105348f6e4	1bccbfaaf637a0f1420eff105348f6e4	114923
ContentPack-2ef4132f6278babb6e17960aa79ec70f	2ef4132f6278babb6e17960aa79ec70f	108970
ContentPack-2fd06c5ce7e59ed611508115974660cf	2fd06c5ce7e59ed611508115974660cf	106393
ContentPack-3543b4eb928b190a8e37f67a386ce04e	3543b4eb928b190a8e37f67a386ce04e	119052
ContentPack-394937ec07b77e5a9c120f2974178992	394937ec07b77e5a9c120f2974178992	109799
ContentPack-3acbb536e8036718c371a99bd3de3011	3acbb536e8036718c371a99bd3de3011	109968
ContentPack-447a65185d8909ff4f56c959bac67acb	447a65185d8909ff4f56c959bac67acb	109143
ContentPack-52c664940ddd9d96cae1f60641043073	52c664940ddd9d96cae1f60641043073	110263
ContentPack-65f1586212a27d0f4026d9561eac0e34	65f1586212a27d0f4026d9561eac0e34	110374
ContentPack-7136b514b45a6f596f9bb4e5f6ed0ad5	7136b514b45a6f596f9bb4e5f6ed0ad5	112492
ContentPack-7193dea7f72b2214a6db1b7fe47013fd	7193dea7f72b2214a6db1b7fe47013fd	118633
ContentPack-78a2550dc7b4b7378e31bf95be9a844f	78a2550dc7b4b7378e31bf95be9a844f	108971
ContentPack-7af19b32f5885cb7e892ad608de1d6c9	7af19b32f5885cb7e892ad608de1d6c9	118633
ContentPack-7b66eeb6263b75f36d1bb994e7456caf	7b66eeb6263b75f36d1bb994e7456caf	125603
ContentPack-7cf69fccfaae682ec528a1453ae38495	7cf69fccfaae682ec528a1453ae38495	112442
ContentPack-7fa847c6e340f1e7429031273d53713a	7fa847c6e340f1e7429031273d53713a	114977
ContentPack-87875d3407608d3e8518d3e26be3e6d7	87875d3407608d3e8518d3e26be3e6d7	117137
ContentPack-88ce2de430289d99f6daf4a7c0de057c	88ce2de430289d99f6daf4a7c0de057c	114505
ContentPack-8dbe7531a4d91558fc664378b903c180	8dbe7531a4d91558fc664378b903c180	123849
ContentPack-8de1cd4be26c0a6319959d9dd7c9bf52	8de1cd4be26c0a6319959d9dd7c9bf52	106849
ContentPack-9f3b73fef159cf13e09adb8050748c21	9f3b73fef159cf13e09adb8050748c21	103025
ContentPack-a74ff66794056981389eccd6fb5f75fa	a74ff66794056981389eccd6fb5f75fa	112942
ContentPack-d0027962662bdb68ff1b0e3006807a7a	d0027962662bdb68ff1b0e3006807a7a	122591
ContentPack-d185da58cb998b266cd746f8d7ad4fff	d185da58cb998b266cd746f8d7ad4fff	120975
ContentPack-d2097b64e53a4ffb45e89cd982f43546	d2097b64e53a4ffb45e89cd982f43546	113006
ContentPack-dd94b7be41124bc8196f291b95a085f3	dd94b7be41124bc8196f291b95a085f3	103595
ContentPack-df1032275e74ce1e87db18d92927eaad	df1032275e74ce1e87db18d92927eaad	115318
ContentPack-e5d10074f202d39bc43b2d17d807b8b4	e5d10074f202d39bc43b2d17d807b8b4	116972
ContentPack-ed8e192ebf2e8850aaa07c7710f15570	ed8e192ebf2e8850aaa07c7710f15570	122552
ContentPack-f15ea45a13f252fe56b81ce0ff3a811f	f15ea45a13f252fe56b81ce0ff3a811f	106320
ContentPack-f678da334e084268d14c9618a9938886	f678da334e084268d14c9618a9938886	103737
ContentPack-ff6d3c2b9f7a63d90219709f3572d5bd	ff6d3c2b9f7a63d90219709f3572d5bd	116920
Currency-c5f73e42d97c3d5b0e1ead499f4a58b7	b4b87c8afb19a0aa962ebae115e753ca	873
DailyMissions-20a6a1993ddd8acaefe8ce266dc63bca	418bc5dbddd9da0940ab569c293760a0	351086
DailyMissions-2cb5073e547c2969ad5f4e70ccf47a20	c34544cce9a63bb5db882ab777c59080	380937
DailyMissions-3ec1f0f684ec9db812a7d4a033f49d3c	e8936904d762ee86d5d90fb211833d05	344454
DailyMissions-3f3482a328afe1b9f236e6e1b2e5cf76	3d35c281a8206460e81912c89ce45b0d	299904
DailyMissions-406e400b5ca09ddcdc50c57abc924315	a75c8486c0e5656b7c7deec02819edac	343380
DailyMissions-60eff3a150ceacab874842a1aae0d5b7	982bc05782bb15a4f9423e555d1b9099	266598
DailyMissions-699595a3930b20cdbb36534654dec917	35dcd9d49e0ec949130f65094aac17f5	294584
DailyMissions-8d8a4456bf6a4e563165434ad146758d	c3e5b016d09ae8ae7a88abe14b4ba2de	266619
DailyMissions-98430750a778ff0548b2e686a1cb4d8b	878e086ae5368adbcd644d7647e076ed	266693
DailyMissions-cda5842a605ce9e966f3a716e5589b93	324a86416d6de9c83caea00cfb2fdba1	266606
DailyMissions-cf38b3aa122788545e844f1451ee01a5	681e5967a3f7df52986e5a35bd469441	345455
DailyMissions-dd6339c0f57ed1f245d2a0f44b3ca9f8	090476f948eff43d11bfab2fac37d9a8	294584
DailyRewardSets-6098888ada92b128d32da329ed90b3bb	74dc967e0617603cfd41d12084d84316	6892
DailyRewardSets-da3bc8bbd37efae441d7f4a625eb6e14	fde5a42767332116b99dfcf0a4bb1027	5251
DeliveryBoyLevels-24d385b3af0f88222e82d933de385573	4bfe7a8267db1fbd0ff0c507f5293b69	744508
DeliveryBoyLevels-40ab2d62472086de023ddc9a02007c74	f93fec77425e6167df27d841a1bd786d	841182
DeliveryBoyLevels-883f2929e14cfe658dce61faea598c9e	3c203ad8d20b7977396e9d862f447422	774264
DeliveryBoyLevels-949cd0036ba15844d8514617b0a7f90b	5e683fc9502b583edaf055eaec7a886a	739657
DeliveryBoyLevels-bec6b618bdaa7d01ebbae1ebe426f2ff	2cb425779ef4642dc696b833bf9c6e15	739636
DeliveryBoyLevels-f535c7e0c664162a28eabbcd399eb21e	0ef8e564588ed6f48fb1f18c5a0b858e	466
Districts-37e35015b69490b6e2f7f90ec52e7ad4	50730ca14a3c90d345bb7c219be092cb	4301
Districts-e57878118b6b7ff4bb289ae483d9dedf	774f90af82a86683364e5b9bb78d98e1	4324
DropsRarity-aeb45ec57f03455b0b591c0c664ecfcb	3bc12db9188ed9ea4a7693d2031334d7	13826
FGSounds-a29f731d2cd9f1039db55ba82f8ae24c	a29f731d2cd9f1039db55ba82f8ae24c	34
FUExpansionMapData-1173eaf35082adbecf307b38a5cb5623	2da361234d40730de2c00381bdd31f31	83641
FUExpansionMapData-14dd9d8a8bf1f5987297623566315148	cbbda70122296b45d86db81442d86a5c	144490
FUExpansionMapData-1d588f097ba019c6ca4ac7436f3c92c2	2daaf894f71b9b3ecf3cbc6c720ebf05	121128
FUExpansionMapData-412dcf0b03cce5aa325c98e2d7384f3a	6db14f846a4b2f68c9b0b5798353f26d	113877
FUExpansionMapData-42de612bff4ae54e1c91cdd8ce054f70	75f16a7ba0a52515a7c98f9bb21802b2	121124
FUExpansionMapData-7d5b6ecfdd231a475461e6e5648b8f55	003b6c8eb79c00fcf2c2cf0805f2371d	113893
FUExpansionMapData-8237f02f5e804f64c7721ced1a4a2fea	d6e44b6b25f0fe44d283b3b67914d1c1	143931
FUExpansionMapData-be79f85128009281b72ff7b8258ce100	b8e73524f2b628cdb6d2ad50ef0a34aa	83637
FUSounds-0ab990a525e39f3f4dfa6a0c204d8970	f05a2e5840c53892d186bd888979dd8e	271535
FUSounds-162175cc58ccab2faf641f439c43a072	85e5d2a15c71097b7c5e2b667434a9a6	229120
FUSounds-1a25994a927ae2ba436b5ed0ea139902	f92dfde6664f891ab2363ee23780e445	231282
FUSounds-1a60f3f15f5af24430e1865f3839d04d	d01c92f66095927692123b3c0dd40158	267842
FUSounds-3955c143c69213975636ad13a9dfc849	2f9a4b89b08650079c259f4dbc130388	249827
FUSounds-3d1845f190972a5467e70a02d0dbef49	1621e375014384323e2b71aa245f46db	216561
FUSounds-42086c0fa564e547c3ea3fce8a9b7e86	f61b8757e49ef3c1f9ef784080d3960c	280044
FUSounds-4815b7392e70cec0014905029597e5fc	7d3cb27b9e54c72ebbef43e5935140bc	274309
FUSounds-48fc4ccc2c55c393cf2c7666bf1b796f	96fc75a1da6f8b3f69e282279c70de66	240546
FUSounds-531eb9933c82ceb8a3e3ebc706189814	a747d304d97322de6170145d475f2e03	229028
FUSounds-5d58edfdee74db283fb6f8eb46f68db9	df9c6888eead371ef59eadfb4790d69d	260669
FUSounds-6b0584029ec10a2a325e9db959fa369f	a109ef729923c99528ece317d95083f2	260655
FUSounds-768dc54421acd510b3974c9f68147212	1d9865f6c50dd2954f2169f5ac868128	249836
FUSounds-9532ba8e788fc310878c51173daca8bc	5cd6733894b316556a25ab160e9a14ed	282095
FUSounds-ac45100d675fd2d9211530681a396f4b	cb75b7a7d012d31e2573003266eb4f35	229004
FUSounds-c05aa1aa35dfee441f2e6fee17a4d201	eeb6e40b522dbc3389caa58c5ffc7958	263619
FUSounds-c5a92d4167cb5392469b0e3b0641a0ec	128b61bcd016194417c558d37bb1cd23	284177
FUSounds-c7029ab66eb9aac275cd577887742215	7a175c002fa4a7b03105f9630f7d3cf4	256583
FUSounds-c9ac9cea085fd21b25c53e4e6eb3ffac	9a69044d97bc7399b77abb787aaea734	226150
FUSounds-d3493b7ddae84ad97366944fd8aefb99	6fe2b57274ceea033b5543f375ba507c	236085
FUSounds-d5d81a478bc51d6aa77952051c960a1b	dd110da33694cac3436c7ba7ea80eb19	245599
FUSounds-e1fd9f5863f47272d08a87d9368167cc	3a8ba6335fad2d3f7cd8ad12bb63349f	276476
FUSounds-e60cd6457f68c6a3e0ac8ee17041729e	e6e686c9b31428d306534c7aec3db455	257964
FeaturedModal-4038c9251b19bb100ce239e9e2930156	46e228b4c0f07a991776f6b42c5467c9	14010
FeaturedModal-733e4ea4b3e3aa691195b2b01c86b17b	1e97246461c6dcd546d8e8dc88bcbdf6	13234
FeaturedModal-b5bd0978b1b3bd3610d017147e982010	1b2e8266542428374b785210268c5f62	13718
FeaturedModal-d687fe616a867a870d7771ebb2e9215c	fd1f83ed39273b468dee952a02a92713	14334
FeaturedModal-dd3ba51718c77c3109aaa6e012ffd131	c7a31d86c41b336e2a1438ebcf44e4c4	14050
FingerInfo-188814764e013a027c0de81f83ee2cb2	cca938608d4b7d5ee53426d6d600ab34	7101
FingerInfo-7c4138f2fb735a21ff69b090e2d61e38	51514f0f3e7fc93aeed0b85e4fbfaea7	6816
FontMap-a9321658564d7006d43eaa30e1c50cca	6c5e1fbad9b2fb0c2ab69822ab405a80	354
GameLogicParameters-1a82bec3993df5e8a53f5e9aa3d02239	adebf5c43c52aba46e9f61f5a1ddec20	3056
GameLogicParameters-2cab7cb5d0a08ba924ea1647f5067cb1	37bbce7841aab5cb5a433bb8bc81d676	3104
GameLogicParameters-4de633c2a76f9de2f1c45664b50a0666	c9a8349fc631e25f14e4f54951af12eb	3257
GameLogicParameters-54a50fcf21a6bd7c5874e8addd0ab049	538f7341d975b1c89cd33cd1ecd373f2	2701
GameLogicParameters-75b115d556665f987fdb878b32916825	daf4ac099dff6b658d430d7f80422c97	3055
GameLogicParameters-a84d03731f9e7ccd5a477ac5f5143282	b7b8b0cb819c8f27e69161736815b962	2922
GameLogicParameters-d6f41178b3b798bdaced6a6340311d1c	c21c0e854ec5857c617b6ed22425e671	2922
Goals-1cbe0c127598bb1585e164dc5020aecb	3942bca691f35f7d2524956d11c0aa6e	248297
Goals-2269ae3391b46356d42ca9ce458cd14a	d244f268c4d70a97e2699cc194bb01b5	248325
Goals-587d9a7b52636e1ac7e8b3bcfa079b8d	4d802ecc53b120665d5e59f8ed3da506	248190
Goals-970cf9bd88ec1e4d0f776cc01a7f2f81	62cb8f10bbed02865453ad0a88ebe8f5	219655
Goals-c705abbf4797b92f888e5a7f3232581a	8abff2649a12a772a8e2940f6dd23587	248228
Goals-c773197299aa82349a07dc328b01eb14	beaa2f0041a62a8f13ed1f3ad344a473	219991
Goals-d0f9dc04054a1abd55d92b44f5479f25	1844f57a19caa4421befb2bdcfd762dc	248269
Goals-d774c3cb5f0748d5a1b7c4a81d6ffdbc	2212c665ec2a70ab194600abcb176cfc	219655
Goals-f52261293a713f4f7568df362895eed7	ef5258806d2e9678aa35f373fd3e319b	248255
HUDDialogue-ccafd55e7caa7f35da54015b665b4272	6afbf6e7a0be0a3d00a311d608c04114	9752
HardwareSpecifics-77e979d4be93dfad7d8faa49f3dca75a	54226594156b313bae3b6c429d372585	5161
Heads-01e5dc3b3a7f4f200ec2e177b4bd9ad1	77610280961448d730587bf65e460d01	14298
HintOverrides-0f8e57efab73519412c8f1530bfb90f1	6b355bfeb683cef55484487d27b95123	10155
HintOverrides-16cc9950732e88ca861435a35677aa71	a9ff288b489d18f9e45774dc4d72a4ea	3694
HintOverrides-25682931fee197e957e962e55ec1ed34	b5070f7bf9ba4994e1a70b2cd967b536	3895
